UMAP1,UMAP2,GT,KMeans,DEC,scDCC
12.085359,-4.0987897,1,1,1,1
13.0563545,-4.4925494,1,1,1,1
9.5641575,12.507598,3,3,3,3
-4.914972,7.914552,12,13,12,12
14.83443,-6.320926,1,1,1,1
6.0548635,10.59564,9,4,4,9
10.267121,-2.4090295,2,2,2,2
-1.5333077,8.74588,11,11,11,11
10.666376,10.542238,3,6,6,3
11.453744,-2.4351192,2,1,1,2
-3.4838357,8.315354,13,13,13,13
7.3879585,11.902386,3,3,4,3
5.941927,10.816953,4,4,4,4
11.878683,-2.614287,1,1,1,1
12.412825,-1.8357689,1,1,1,1
13.711165,-2.8884542,1,1,1,1
12.98187,-6.5281186,1,1,1,1
6.2367125,-0.83117473,5,5,5,5
13.599616,-2.9338908,1,1,1,1
6.075508,10.376527,4,4,4,4
15.249394,-5.421521,1,1,1,1
-4.145892,8.398251,13,13,12,13
22.176725,4.6424813,8,8,8,8
12.375693,-1.9570947,1,1,1,1
6.2814045,-2.1405113,5,5,5,5
7.1472898,-1.9469212,5,5,5,5
12.647103,-3.1073263,1,1,1,1
1.5227605,2.7867742,16,7,7,2
14.552508,-6.613288,1,1,1,1
10.775301,-2.1101553,2,2,2,2
8.981619,10.138487,6,3,3,6
11.298896,-1.4549197,2,1,2,2
10.592245,8.223408,4,6,6,4
-3.390522,8.345721,13,13,13,13
8.84816,10.632582,3,3,3,3
11.343826,8.0176115,4,6,6,6
10.954365,8.4418545,4,6,6,4
9.432717,12.967016,3,3,3,3
8.214699,-2.088275,5,2,5,5
13.508811,-6.6786013,1,1,1,1
9.325347,8.566677,6,4,4,6
5.6336465,11.335981,9,4,4,9
9.518688,12.764664,3,3,3,3
13.701139,-6.664069,1,1,1,1
14.448497,-3.7767806,1,1,1,1
10.601423,-1.5387503,2,2,2,2
0.58168846,2.7478137,7,7,7,7
14.878267,-3.8912396,1,1,1,1
10.081081,-3.5126495,2,2,2,2
8.893471,11.880167,3,3,3,3
12.536535,-4.1704397,1,1,1,1
8.467093,8.679343,6,4,4,6
21.686773,4.4941454,14,8,14,14
20.173107,4.5365014,14,14,14,14
12.660698,-3.889503,1,1,1,1
7.768697,-1.3359386,5,2,5,5
6.923889,-1.0602231,5,5,5,5
10.739221,-1.3042961,2,2,2,2
12.439442,-3.1035898,1,1,1,1
6.71753,8.905002,6,4,4,4
7.2129593,9.166843,6,4,4,6
-4.1082573,8.651278,13,13,12,13
3.1036859,4.432492,15,15,15,15
5.9343786,-0.34967437,5,5,5,5
6.141196,-1.5361085,5,5,5,5
6.7276816,-1.5188224,5,5,5,5
14.630551,-5.1729517,1,1,1,1
12.610571,-2.336944,1,1,1,1
0.81624013,1.7384205,7,7,7,7
0.75077176,2.6540122,7,7,7,7
10.343898,11.910262,3,3,3,3
11.263219,-2.6671357,2,1,1,2
9.67598,10.86107,3,3,3,3
-3.9344616,8.172214,12,13,12,12
9.343916,11.831267,3,3,3,3
15.584523,-4.844639,1,1,1,1
13.7035885,-6.141852,1,1,1,1
10.060865,-2.7491353,2,2,2,2
7.944,10.3897705,4,4,4,4
8.822002,12.952558,3,3,3,3
9.156224,10.378145,3,3,3,3
21.941673,5.6144004,8,8,8,8
-2.8806286,8.58873,13,13,13,13
12.713149,-4.0228786,1,1,1,1
12.544784,-3.53326,1,1,1,2
8.243962,12.703364,3,3,3,4
12.531304,-3.8780682,1,1,1,1
-2.0419822,8.74893,11,11,11,11
6.0116005,-1.1839813,5,5,5,5
11.295691,-3.9674237,1,1,1,1
14.589726,-6.477817,1,1,1,1
9.125975,11.807581,3,3,3,3
6.1771564,8.955125,4,4,4,4
5.8738456,11.219439,9,4,4,9
13.114528,-3.502659,1,1,1,1
5.5178714,11.311533,9,4,4,9
8.006467,8.548818,6,4,4,6
7.5108843,9.029724,6,4,4,6
7.359487,10.126467,6,4,4,6
21.32246,5.1257234,8,14,8,8
7.4516964,11.727064,3,3,3,3
10.709885,-1.389742,2,2,2,2
11.139741,8.147793,6,6,6,6
7.6218905,9.134799,4,4,4,4
6.3643837,-1.3293645,5,5,5,5
10.486594,-3.099387,2,2,2,2
9.55567,8.098705,6,6,6,6
14.787545,-5.538997,1,1,1,1
12.755801,-4.027269,1,1,1,1
21.811375,5.4628882,8,8,8,8
11.218905,8.374571,6,6,6,6
7.1324515,11.342441,4,4,4,4
6.457598,8.990803,4,4,4,4
9.979013,8.481721,4,6,6,6
7.6017613,10.097313,4,4,4,4
15.050533,-3.9371567,1,1,1,1
8.36486,13.3481,3,3,3,3
10.272227,8.577413,6,6,6,6
10.241775,-2.1504998,2,2,2,2
9.717245,12.546849,3,3,3,6
6.5909595,0.13516624,5,5,5,5
9.410037,-1.6516145,2,2,2,2
9.625089,10.385176,3,3,3,3
5.7827897,10.734643,4,4,4,4
12.145303,-2.3596704,1,1,1,1
7.2386603,9.447415,6,4,4,6
7.3251905,9.490583,6,4,4,6
8.557894,8.699571,6,4,4,6
8.228627,13.259542,3,3,3,3
10.419603,10.697162,6,3,3,6
22.117712,4.7910676,8,8,8,8
-1.8300648,8.824633,11,11,11,11
5.8681135,9.879726,4,4,4,4
15.169013,-4.888217,1,1,1,1
15.114862,-5.6320925,1,1,1,1
11.041213,-3.2884145,2,2,2,2
11.365508,-3.0999947,2,1,1,2
6.252069,-1.682848,5,5,5,5
15.220376,-4.418802,1,1,1,1
6.1930313,-1.1677858,5,5,5,2
7.369055,9.2598715,4,4,4,4
9.189962,12.331035,3,3,3,3
10.116852,8.1831045,6,6,6,6
10.499007,11.572678,3,3,3,3
15.102526,-5.732601,1,1,1,1
7.63248,12.057723,3,3,3,3
10.613702,-3.086706,2,2,1,2
22.392265,4.799633,8,8,8,8
6.5974026,-0.49328735,5,5,5,5
14.415587,-6.520556,1,1,1,1
6.5521603,-1.3021643,5,5,5,5
7.575858,-0.86778396,5,5,5,5
13.865203,-5.4893203,1,1,1,1
8.393468,-1.7104315,5,2,2,5
0.5595417,2.4337556,7,7,7,7
12.836632,-2.946808,1,1,1,1
9.781225,10.969105,3,3,3,3
13.123972,-5.221459,1,1,1,1
13.575882,-2.782416,1,1,1,1
14.171949,-6.4487677,1,1,1,1
13.23858,-4.6825743,1,1,1,1
15.013308,-5.7677093,1,1,1,1
0.7378642,1.8051318,7,7,7,7
6.4469953,9.755716,4,4,4,4
5.539632,-0.8251574,5,5,5,5
14.365551,-6.0851545,1,1,1,1
7.378774,12.136863,3,3,3,3
8.084528,12.630142,3,3,3,3
10.530246,8.134915,6,6,6,6
8.427343,11.799013,3,3,3,3
13.947495,-4.552463,1,1,1,1
9.827475,-1.7071478,2,2,2,5
20.44957,4.920362,14,14,14,14
12.993168,-2.1968086,1,1,1,1
11.285015,-5.164721,1,1,2,16
15.452704,-4.6499453,1,1,1,1
6.5343695,10.132516,4,4,4,4
-4.875365,7.7582655,12,13,12,12
5.2638445,10.4099045,9,4,4,9
10.126962,8.624361,6,6,6,6
-4.4632053,8.215384,12,13,12,12
15.2427635,-3.3011737,1,1,1,1
6.8784294,-0.22922434,5,5,5,5
9.132172,-2.5709386,2,2,2,2
11.515346,8.329442,4,6,6,4
14.82055,-3.0537777,1,1,1,1
14.369879,-3.554198,1,1,1,1
14.959228,-2.9425871,1,1,1,1
13.086464,-3.3093138,1,1,1,1
14.551588,-2.6719797,1,1,1,1
21.664793,5.324021,8,8,8,8
13.185736,-4.8095646,1,1,1,1
21.5587,5.440805,8,8,8,8
5.9774566,-0.45384613,5,5,5,5
12.563691,-3.704641,1,1,1,1
14.457868,-3.997204,1,1,1,1
8.591526,-1.7798911,5,5,5,5
10.377697,-3.831766,2,2,2,2
10.559459,7.690532,4,6,6,4
10.02528,12.2888365,3,3,3,3
11.558273,8.208813,4,6,6,6
5.891968,9.289611,4,4,4,9
9.606297,8.384584,6,6,6,6
6.089574,-1.0024372,5,5,5,5
13.859617,-5.4255443,1,1,1,1
11.859934,-2.7033787,1,1,1,1
9.207462,11.090602,3,3,3,4
8.740017,8.861515,6,4,4,6
5.9193497,-0.07742591,5,5,5,5
10.0604105,-2.9136076,2,2,2,2
21.963211,4.637531,8,8,8,8
7.180645,-2.2572658,5,5,5,5
12.470588,-4.6526694,1,1,1,1
10.81006,-3.300249,2,2,2,2
6.899476,11.318775,4,4,4,4
12.725247,-5.2508626,1,1,1,1
14.56677,-4.7110114,1,1,1,1
14.3793,-5.968943,1,1,1,1
11.167874,8.854597,4,6,6,4
9.051628,-1.8632,2,2,2,2
15.598977,-4.7741346,1,1,1,1
11.336271,-3.4496064,2,1,1,2
13.930251,-3.10258,1,1,1,1
-2.7289426,8.558108,13,13,13,13
15.002348,-5.756033,1,1,1,1
10.778009,9.639965,3,6,6,3
7.045572,10.573863,6,4,4,6
6.043699,11.499686,9,4,4,4
6.5725293,-1.0024291,5,5,5,5
13.822415,-6.21378,1,1,1,1
13.771061,-3.9694414,1,1,1,1
13.763636,-3.320234,1,1,1,1
5.8328953,0.057761967,5,5,5,5
8.3934,12.310448,3,3,3,3
10.9008,-1.2880266,2,2,2,2
6.034936,0.1734461,5,5,5,5
14.704386,-4.29199,1,1,1,1
14.433037,-5.77796,1,1,1,1
5.644919,9.511997,4,4,4,4
9.0523815,8.5041065,6,6,4,6
0.9435289,2.756272,7,3,3,7
5.6750474,9.4461155,9,4,4,9
7.226302,11.413309,4,4,4,4
-4.3409,8.565462,13,13,12,16
5.9170966,10.428919,4,4,4,4
-3.2441742,8.391913,13,13,13,13
6.5733852,10.433464,4,4,4,4
7.85583,11.515042,3,3,3,3
12.968721,-3.4294753,1,1,1,1
14.641587,-4.2277966,1,1,1,1
6.739317,-0.8006492,5,5,5,5
13.976632,-2.2764246,1,1,1,1
20.60315,4.366915,14,14,14,14
10.163898,9.618893,6,3,3,6
5.849434,9.434134,4,4,4,4
7.722938,12.57852,3,3,3,3
11.285769,-2.0774488,2,1,2,1
6.991148,-0.08565126,5,5,5,5
11.556939,-2.2596805,2,1,1,2
5.8986874,11.263503,9,4,4,9
10.625672,-1.2752976,2,2,2,2
6.6642246,9.571812,4,4,4,4
6.619133,-0.8264439,5,5,5,5
11.358796,8.157401,4,6,2,2
15.539381,-4.2639537,1,1,1,1
14.33342,-4.7894955,1,1,1,1
11.972131,-5.071226,1,1,1,1
5.7140136,9.361437,4,4,4,4
6.5659647,-0.098157994,5,5,5,5
8.949845,-2.0443208,2,2,2,2
14.219353,-3.3265195,1,1,1,1
14.651791,-4.044442,1,1,1,1
6.06886,10.8904085,4,4,4,9
11.632581,-2.8036752,2,2,1,2
13.610847,-4.4398875,1,1,1,1
12.62391,-1.8922455,1,1,1,1
10.937354,-3.4834766,2,1,2,2
6.5193744,9.611671,4,4,4,4
6.1855702,9.243195,4,4,4,9
13.779148,-5.95282,1,1,1,1
6.2582264,9.354457,4,4,4,4
8.673121,12.238602,3,3,3,3
-1.9082232,8.972227,11,11,11,11
12.103744,-5.4818325,1,1,1,1
12.091482,-2.214114,1,1,1,1
7.8789682,-0.8872057,5,5,5,5
5.102663,9.467975,2,2,2,2
12.673952,-4.6304164,1,1,1,1
8.804181,8.388596,6,6,4,6
8.843501,8.846869,6,4,4,6
13.697168,-2.3221703,1,1,1,1
21.073074,5.4863915,8,14,8,8
11.239585,-1.9849335,2,2,1,2
6.409859,-0.40361354,5,5,5,5
14.646458,-5.6225624,1,1,1,1
11.575082,-1.5865014,1,1,1,1
14.473381,-4.852536,1,1,1,2
14.181904,-3.073278,1,1,1,1
15.004299,-3.340928,1,1,1,1
5.129905,10.213985,9,4,4,9
11.123378,8.02262,4,2,2,4
10.338206,9.512413,6,6,6,6
21.033972,5.517172,8,14,8,8
12.439382,-3.636533,1,1,1,1
11.909301,-5.6924343,1,1,1,1
12.921692,-3.2776165,1,1,1,1
11.72488,-3.2447684,1,1,1,1
5.4853187,-1.1660267,5,5,5,5
11.533992,-1.5421674,2,1,2,2
12.524065,-4.9549017,1,1,1,1
21.244108,5.358858,8,8,8,8
11.059929,-2.0325851,2,1,2,2
13.950766,-3.4391415,1,1,1,1
8.513011,13.191567,3,3,3,3
10.186269,11.715098,3,3,3,3
12.757022,-3.0247095,1,1,1,1
14.795469,-3.9812307,1,1,1,1
6.4531784,-1.6973851,5,5,5,5
13.725066,-4.2011814,1,1,1,1
10.45909,8.444586,6,6,6,6
9.570568,8.11845,6,4,4,6
10.334027,12.03846,3,3,3,3
10.569747,8.31762,4,6,6,4
6.217581,-0.65260106,5,5,5,5
2.8946402,4.3883424,15,15,15,15
-4.716153,8.546914,12,13,12,12
10.921128,-1.4994351,2,2,2,2
12.610999,-1.5781548,1,1,1,1
11.377357,-2.8323016,1,1,1,1
9.447039,8.671495,6,4,6,6
8.574283,13.370117,3,3,3,3
10.162808,9.662777,6,3,6,6
14.044926,-5.4333997,1,1,1,1
10.210482,7.897555,6,6,6,4
5.622379,11.039748,9,4,4,9
14.119429,-5.862172,1,1,1,1
11.465059,-1.5285761,2,1,2,2
13.134379,-2.4584854,1,1,1,1
9.863631,11.8083725,3,3,3,6
12.67767,-2.0074441,1,1,1,1
-1.7973657,8.671565,11,11,11,11
9.156825,-2.150141,2,2,2,2
-1.4707844,8.4087105,11,11,11,11
6.142995,10.378531,4,4,4,4
12.533339,-1.3844465,1,1,1,1
11.967339,-4.900211,1,1,1,1
11.092075,8.079881,4,6,6,4
7.9343762,9.004602,6,4,4,6
12.453728,-6.214192,1,1,1,1
10.665358,9.015681,6,6,6,6
12.117468,-2.0341403,2,1,1,2
9.685032,9.524179,6,6,6,6
13.922814,-4.2657514,1,1,1,1
-3.4939127,8.225778,13,13,13,13
10.534374,-1.9301298,2,1,2,2
15.296527,-3.994959,1,1,1,1
9.227265,8.319097,6,6,6,6
5.1924534,9.690787,4,4,4,4
11.71764,-3.6464396,1,1,1,1
13.067189,-2.249024,1,1,1,1
6.0726542,-1.2828388,5,5,5,5
13.187095,-2.0159755,1,1,1,1
8.806697,-1.9169846,2,2,2,2
6.321787,10.75279,4,4,4,4
-4.8289595,8.05575,12,13,12,12
6.4004054,10.617617,4,4,4,4
10.058311,8.882022,6,6,6,6
7.3879714,8.92958,4,4,4,4
12.711855,-2.3816867,1,1,1,1
6.8187985,9.851958,4,4,4,4
11.537561,-3.6634686,1,1,1,1
9.633473,-3.4377496,2,2,2,2
12.272719,-2.0669937,2,1,1,1
13.183337,-6.6073294,1,1,1,1
9.749827,-2.1937618,2,2,2,5
12.806195,-3.5095277,1,1,1,1
10.613528,-1.4819947,2,1,2,2
14.188173,-6.117727,1,1,1,1
5.5488195,-1.0505217,5,5,5,5
7.007624,-0.5512987,5,5,5,5
12.045509,-3.862501,1,1,1,1
7.9511724,11.564793,3,3,3,9
-4.59909,8.341615,12,13,12,12
1.0946985,2.102832,7,7,7,7
14.429899,-5.165802,1,1,1,2
7.4276423,8.8180485,4,4,4,4
10.701196,-2.6537812,2,2,2,2
9.362936,11.622836,3,3,3,6
13.551409,-3.8577356,1,1,1,2
11.970012,-3.662029,1,1,1,1
11.679876,-1.7257096,2,1,2,2
14.538165,-3.5581093,1,1,1,1
13.513231,-5.120302,1,1,1,1
13.065904,-6.473843,1,1,1,1
6.451238,9.792406,4,4,4,4
11.608071,-3.7926722,2,1,1,2
7.358177,-0.25829887,5,5,5,5
7.7439547,11.212315,3,4,4,3
10.42426,-3.5755308,2,2,2,2
13.302196,-4.747501,1,1,1,1
5.79062,-1.875137,5,5,5,5
-2.041951,8.823916,11,11,11,11
8.791329,-2.807775,2,2,2,2
13.057423,-3.823928,1,1,1,1
10.158593,-2.036746,2,2,2,2
10.14578,-2.6101947,2,2,2,2
9.7830105,11.296036,3,3,3,3
7.800183,11.944431,3,3,3,3
9.639075,13.359812,3,3,3,3
12.647709,-5.4771247,1,1,1,1
15.35954,-4.9139338,1,1,1,2
6.842405,-1.0224553,5,5,5,5
11.26351,-3.9315624,2,1,2,2
14.026453,-2.3483171,1,1,1,1
10.25791,9.674891,6,6,6,6
5.4062138,9.552253,4,4,4,4
8.001969,12.718162,3,3,3,3
-1.7371752,8.717257,11,11,11,11
-1.8568227,8.678639,11,11,11,11
6.788242,11.530458,3,3,4,3
22.256342,4.5228376,8,8,8,8
5.9105644,10.568671,9,4,4,9
7.108992,9.078501,4,4,4,4
11.79516,-5.210385,1,1,1,1
7.554574,8.698859,6,4,4,6
5.969292,9.958314,4,4,4,4
11.481015,-1.7144356,2,1,2,2
9.972672,8.105491,6,6,6,6
10.261116,-2.6475825,2,2,2,2
7.0830975,11.761259,3,3,3,3
12.944226,-4.7969356,1,1,1,1
13.20031,-5.0914454,1,1,1,1
13.409936,-3.4901004,1,1,1,1
10.851263,7.973995,6,6,6,6
14.692903,-5.160074,1,1,1,1
6.7669415,9.115713,4,4,4,4
6.5594826,-1.5924104,5,5,5,5
21.83791,5.191405,8,8,8,8
10.598632,-1.5712659,2,2,2,2
10.790746,-2.9440632,2,2,2,2
14.366841,-6.3151484,1,1,1,1
22.403078,4.602586,8,8,8,8
11.721291,-3.326613,1,1,1,1
13.301573,-2.067555,1,1,1,1
11.393602,-2.8505635,2,1,1,2
8.288342,11.921959,3,3,3,3
12.143589,-4.7627964,1,1,1,1
13.883917,-5.644938,1,1,1,1
11.811455,-4.535523,2,1,1,2
9.350332,13.288868,3,3,3,6
10.840041,-2.6094496,2,2,2,2
-4.0775795,8.385246,13,13,12,13
6.3925033,-0.20757338,5,5,5,5
5.0993476,10.305216,9,4,4,9
20.077723,4.812299,14,14,14,14
21.9209,5.673399,8,8,8,8
8.432658,12.633951,3,3,3,3
14.19804,-3.6944203,1,1,1,1
7.5130715,8.861239,6,4,4,6
7.81135,-1.0827489,5,5,5,5
8.526187,10.97973,3,3,3,3
21.316496,5.4394355,8,8,8,8
14.832275,-4.783507,1,1,1,1
1.0047241,2.0723648,7,7,7,7
6.1384783,10.159285,4,4,4,4
12.435287,-6.280183,1,1,1,1
6.038648,9.487526,4,4,4,4
-3.8295732,8.396609,13,13,13,13
11.252372,-4.1430597,2,1,1,2
9.735556,-3.120066,2,2,2,2
12.042648,-5.7378187,1,1,1,1
10.780818,-3.0054142,2,2,2,2
11.521962,-3.916725,1,1,1,1
10.171559,-3.1638696,2,2,2,2
8.347829,8.774511,6,4,4,6
22.049564,5.235473,8,8,8,8
5.651862,9.911486,4,4,4,9
7.124463,-1.0016668,5,5,5,5
6.2759233,10.645353,4,4,4,9
9.478229,-3.2796168,2,2,2,2
9.738111,-3.5977423,2,2,2,2
12.745723,-6.1362987,1,1,1,1
12.829156,-5.302577,1,1,1,1
8.850863,11.417025,3,3,3,3
14.375965,-4.3365016,1,1,1,1
10.35363,11.368636,3,3,3,3
7.7712708,9.418864,6,4,4,6
14.128184,-3.6255372,1,1,1,1
-4.8047094,8.238028,12,13,12,12
10.918331,-3.883309,2,1,2,2
10.620461,10.947588,3,3,3,3
13.809175,-2.5140784,1,1,1,1
3.1984682,4.60824,15,15,15,15
9.181597,12.896897,3,3,3,3
6.1190658,10.823472,9,4,4,9
6.63368,11.5273905,4,4,4,4
9.761882,12.553634,3,3,3,3
13.8044615,-2.2047558,1,1,1,1
21.18075,5.6560645,8,14,8,8
6.5128593,11.08996,9,4,4,9
12.196218,-4.708292,1,1,1,1
12.939966,-3.050512,1,1,1,1
7.053455,9.226352,4,4,4,4
5.67946,10.305759,4,4,4,4
6.138522,-0.46026003,5,5,5,5
6.3743567,9.44887,4,4,4,4
9.754945,8.211371,6,6,6,6
20.445084,4.4016843,14,14,14,14
-1.7476751,8.874026,11,11,11,11
10.376585,8.609795,6,6,6,6
8.508221,-2.188101,2,2,2,2
8.623919,9.481316,6,4,4,4
8.547581,11.683605,3,3,3,3
8.928439,13.103021,3,3,3,3
6.8542595,9.541288,4,4,4,4
9.20544,9.035453,6,4,3,6
10.449679,-4.2147384,2,2,2,2
11.048329,8.154234,4,6,6,4
3.1738944,4.5137806,15,15,15,15
5.4873657,9.516035,9,4,4,9
7.1944957,0.1100449,5,5,5,5
11.34069,-1.1758101,2,1,2,2
15.170515,-3.196666,1,1,1,1
3.476858,4.6531796,15,15,15,15
6.233006,-0.09811353,5,5,5,5
10.136607,9.223707,4,6,6,4
3.1783662,4.2248864,15,15,15,15
13.627224,-2.275851,1,1,1,1
11.376146,8.244458,4,6,2,4
11.749813,-1.5763314,2,1,2,2
10.509464,8.382512,6,6,6,6
12.791156,-2.2731035,1,1,1,1
10.474191,8.399113,6,6,6,6
10.67062,8.823107,6,6,6,6
15.446924,-4.048233,1,1,1,1
0.75275606,1.8536339,7,7,7,7
10.289681,8.379572,6,6,6,6
9.940299,9.11211,6,6,6,6
-3.156647,8.647828,13,13,13,13
8.088587,-0.7012117,5,2,2,5
5.8923783,11.029954,9,4,4,4
9.61803,8.226316,6,6,6,6
12.704871,-3.6280527,1,1,1,1
6.514896,-0.65875804,5,5,5,5
14.453911,-5.3425856,1,1,1,1
12.21725,-1.8962203,1,1,1,1
13.119609,-6.505479,1,1,1,1
13.58593,-3.5821757,1,1,1,1
10.922083,-2.082111,2,2,2,2
8.419974,11.711918,2,3,6,2
5.7813034,10.220954,4,4,4,4
13.978653,-3.6248684,1,1,1,1
12.344137,-5.1180778,1,1,2,2
20.250921,5.109706,14,14,14,14
9.6137905,10.567746,3,3,3,3
8.863862,-2.456898,15,2,2,15
10.559103,-2.1826138,2,2,2,2
7.209543,10.065985,4,4,4,4
9.376206,11.533023,3,3,3,3
12.968897,-3.6720169,1,1,1,1
15.461887,-5.137656,1,1,1,1
7.285975,9.192179,6,4,4,6
8.403016,13.402116,3,3,3,3
7.007044,-2.403844,5,5,5,5
9.288987,10.193604,3,3,3,3
13.014668,-3.5485997,1,1,1,1
12.134866,-5.1881876,1,1,1,1
21.153969,4.7580924,8,14,8,8
14.980594,-5.188185,1,1,1,1
8.727269,12.668849,3,3,3,3
9.411073,13.128417,3,3,3,3
10.898474,-3.7074196,2,1,1,1
9.674544,-2.07561,2,2,2,2
14.130682,-4.7499685,1,1,1,1
9.097363,8.710075,6,4,4,6
12.232706,-1.744905,2,2,1,2
6.2521043,-1.4630319,5,5,5,5
10.774288,7.7977276,4,6,6,6
10.655052,8.696401,6,6,6,6
12.959235,-2.0662544,1,1,1,1
7.623449,10.655571,6,4,4,6
7.6867785,11.857378,3,3,4,3
-4.4383683,7.7766366,12,13,12,12
12.55584,-2.105832,1,1,1,1
10.524742,-1.9047592,2,2,2,2
10.139481,-1.4980582,2,2,2,2
7.896766,-1.3078651,5,5,5,5
12.406452,-2.6861396,1,1,1,1
6.8165464,9.425832,4,4,4,4
8.959176,12.553637,3,3,3,3
6.2906337,0.39223665,5,5,5,5
11.249695,-4.8446074,1,1,1,2
15.034992,-5.821569,1,1,1,1
13.229466,-5.3769064,1,1,1,1
11.208529,-1.483132,2,2,2,2
5.953199,-0.86766154,5,5,5,5
8.50485,12.953601,3,3,3,3
6.8189616,-1.2851632,5,5,5,5
-3.3119955,8.378385,13,13,13,13
0.813161,2.1135468,7,7,7,7
6.2760735,-0.39239106,5,5,5,5
15.241719,-5.0301523,1,1,1,1
11.841781,-2.3450403,1,1,1,1
8.597544,-2.842286,2,2,2,2
21.664062,5.8011827,8,8,8,8
8.659888,11.810691,3,3,3,3
9.983615,-2.986389,2,2,2,2
6.53178,10.774942,4,4,4,4
21.469929,5.095667,8,8,8,8
10.82917,10.11692,3,6,6,3
0.5900917,2.0852182,7,7,7,7
7.1975217,-1.2097037,5,5,5,5
9.11726,11.714431,3,3,3,3
6.4987974,9.972991,4,4,4,4
7.377799,9.03618,6,4,4,4
1.9046806,3.3584182,15,15,15,15
9.196811,8.563483,6,6,4,6
7.556272,11.483407,3,4,4,3
8.977529,-2.529879,2,2,2,2
9.33149,12.746274,3,3,3,3
7.2689,8.786594,4,4,4,4
14.177522,-6.120714,1,1,1,1
6.7397437,9.214924,6,4,4,6
12.976138,-4.5220895,1,1,1,1
8.430439,10.358956,3,4,3,4
6.550422,0.3486461,5,5,5,5
-4.484349,7.8362594,12,13,12,12
8.879284,-2.4473703,2,2,2,2
6.804245,-0.4270529,5,5,5,5
12.7093115,-3.3244326,1,1,1,1
6.3078074,8.9282255,4,4,4,4
5.862262,-0.22942537,5,5,5,5
11.73722,-5.3175335,1,1,1,2
9.409276,11.085615,3,3,3,3
7.608458,9.6063795,6,4,4,4
5.9080133,11.387443,9,4,4,9
-4.023778,8.091999,12,13,12,12
14.278527,-6.2719398,1,1,1,1
13.022195,-4.498198,1,1,1,1
0.7602843,1.9970238,7,7,7,7
5.44691,9.831038,4,4,4,9
13.953421,-6.5849094,1,1,1,1
9.59463,12.575966,3,3,3,3
6.8405004,9.10602,4,4,4,4
21.785547,5.193366,8,8,8,8
5.2226458,9.875124,4,4,4,4
14.963894,-4.591453,1,1,1,1
10.040933,-3.1811254,2,2,2,2
11.128299,-2.5093439,2,2,2,2
9.631893,7.8506036,6,6,6,6
1.0532824,2.077196,7,7,7,7
11.526143,-5.402632,1,1,1,1
6.496898,-2.175951,5,5,5,2
13.189082,-4.3301096,1,1,1,1
9.094539,-2.9673705,2,2,2,2
8.7625885,12.800135,3,3,3,3
14.204484,-6.1030335,1,1,1,1
10.676746,7.8859034,6,6,6,6
14.956629,-4.175682,1,1,1,1
10.175557,8.176473,6,6,6,6
10.078457,-3.7044299,2,2,2,2
9.542904,12.877004,3,3,3,3
14.704817,-3.6018317,1,1,1,1
7.736613,12.148886,3,3,3,9
12.017423,-5.3795857,1,1,1,1
5.9266315,9.250687,4,4,4,4
6.5792837,-1.2218255,5,5,5,5
9.485735,10.616956,3,3,3,3
7.439768,10.868681,4,4,4,4
6.4563017,11.485498,4,4,4,4
10.714013,-2.7126055,2,1,2,2
-1.8789012,8.373952,11,11,11,11
6.7339687,-1.4721459,5,5,5,5
7.4840574,9.70973,6,4,4,4
14.360282,-5.8728204,1,1,1,1
10.675311,-3.0422184,2,2,2,2
12.297942,-4.417213,1,1,1,1
9.453206,-1.9581742,2,2,2,2
10.068601,11.313304,3,3,3,3
5.882125,-0.7640863,5,5,5,5
-3.9795816,8.239906,13,13,12,13
10.090691,10.79067,3,3,3,3
12.373301,-3.8460228,1,1,1,1
10.05384,12.311307,3,3,3,3
11.406407,-1.6932806,1,1,1,1
6.77343,-2.0267818,5,5,5,5
8.979467,-1.9309965,2,2,2,2
13.1419735,-2.7242467,1,1,1,1
7.4313254,-1.4196645,5,5,5,5
7.1238937,10.285415,4,4,4,4
-5.026031,8.131745,12,13,12,12
6.3239284,0.08038295,5,5,5,5
8.612542,12.7751255,3,3,3,3
6.60599,10.706078,4,4,4,4
13.243759,-5.3370876,1,1,1,1
7.303856,-0.95695615,5,5,5,5
10.818582,-4.147001,2,1,2,2
10.919905,-3.5650055,2,1,2,2
12.747069,-6.103448,1,1,1,1
-1.7322218,8.222559,11,11,11,13
9.334634,-1.5973362,2,2,2,2
9.252057,10.272649,3,3,3,6
20.917393,5.967604,8,8,8,8
9.566182,-2.5945878,2,2,2,2
6.688747,10.7523155,4,4,4,4
8.931918,13.4139185,3,3,3,3
9.353249,13.310268,3,3,3,3
12.664966,-5.415789,1,1,1,1
13.064573,-6.049684,1,1,1,1
7.055179,-1.7633913,5,5,5,5
10.651121,-2.7167547,2,2,2,2
9.673935,10.661904,3,3,3,3
6.230194,-0.73814505,5,5,5,5
15.1711855,-5.315311,1,1,1,1
9.59344,-2.9209008,2,2,2,2
13.015627,-5.8696265,1,1,1,1
7.9534564,-1.5354726,5,2,2,2
7.9780483,11.21642,4,3,3,4
6.3448377,10.405882,4,4,4,4
6.138824,10.56589,4,4,4,4
10.855181,8.62884,6,6,6,6
21.840248,4.6799994,8,8,8,8
21.864395,4.8999014,8,8,8,8
6.4809422,-2.239975,5,5,5,5
8.640347,-2.8460724,2,2,2,2
14.673976,-6.1066475,1,1,1,1
