UMAP1,UMAP2,GT,KMeans,DEC,scDCC
7.0741515,-6.6701703,Alpha,Alpha,Alpha,Alpha
14.520586,3.196274,Stellate,Beta,Stellate,Stellate
6.651761,-6.839801,Alpha,Alpha,Alpha,Alpha
-10.007062,0.5098711,Beta,Beta,Beta,Beta
6.8316174,-7.628475,Alpha,Alpha,Alpha,Alpha
7.3170533,-6.75902,Alpha,Alpha,Alpha,Alpha
7.391646,-7.449222,Alpha,Alpha,Alpha,Alpha
6.6859145,-7.9811535,Alpha,Alpha,Alpha,Alpha
-8.902959,-1.0390068,Beta,Beta,Beta,Beta
-2.7860203,18.386118,Ductal,Ductal,Ductal,Ductal
14.759534,3.0373611,Stellate,Beta,Stellate,Stellate
7.725021,-8.225655,Alpha,Alpha,Alpha,Alpha
6.9982886,-6.787957,Alpha,Alpha,Alpha,Alpha
-3.1392605,17.767618,Ductal,Ductal,Ductal,Ductal
4.31626,2.9155254,Delta,Delta,Beta,Delta
7.073726,-6.5658126,Alpha,Alpha,Alpha,Alpha
6.7678328,-8.343065,Alpha,Alpha,Alpha,Alpha
-1.3173635,17.906809,Ductal,Ductal,Ductal,Ductal
-3.2623816,17.765945,Ductal,Ductal,Ductal,Ductal
7.8248377,-6.6222963,Alpha,Alpha,Alpha,Alpha
6.3040524,-7.1206775,Alpha,Alpha,Alpha,Alpha
6.994251,-6.3366346,Alpha,Alpha,Alpha,Alpha
7.6506147,-7.902902,Alpha,Alpha,Alpha,Alpha
15.053944,3.4551458,Stellate,Beta,Stellate,Stellate
7.8874555,-6.4310913,Alpha,Alpha,Alpha,Alpha
13.319034,-8.55344,Beta,Beta,Beta,Beta
6.981623,-6.873897,Alpha,Alpha,Alpha,Alpha
4.5926585,3.0240264,Delta,Delta,Beta,Delta
7.0667396,-7.1338296,Alpha,Alpha,Alpha,Alpha
14.844383,3.3941126,Stellate,Beta,Stellate,Stellate
7.508128,-7.730914,Alpha,Alpha,Alpha,Alpha
4.4492035,3.2480884,Delta,Delta,Beta,Delta
7.389187,-4.921069,Alpha,Alpha,Alpha,Alpha
7.2482114,-7.1496587,Alpha,Alpha,Alpha,Alpha
6.17073,-7.7947125,Alpha,Alpha,Alpha,Alpha
-3.845887,18.034433,Ductal,Ductal,Ductal,Ductal
7.8721457,-6.825722,Alpha,Alpha,Alpha,Alpha
6.9302263,-6.3087687,Alpha,Alpha,Alpha,Alpha
6.851367,-8.181681,Alpha,Alpha,Alpha,Alpha
4.5157394,13.914864,Beta,Ductal,Ductal,Beta
-9.700894,-0.6523668,Beta,Beta,Beta,Beta
-9.7467575,0.020500224,Beta,Beta,Beta,Beta
7.6082277,-6.521972,Alpha,Alpha,Alpha,Alpha
2.682524,-1.5796068,Gamma,Delta,Alpha,Gamma
3.3184736,14.272487,Beta,Ductal,Ductal,Beta
-9.273686,-0.24932046,Beta,Beta,Beta,Beta
16.382793,-4.523443,Beta,Beta,Beta,Beta
2.4446833,-1.5954683,Gamma,Alpha,Alpha,Gamma
-2.409031,17.303078,Ductal,Ductal,Ductal,Ductal
7.360331,-8.012033,Alpha,Alpha,Alpha,Alpha
-4.022032,17.56543,Ductal,Ductal,Ductal,Ductal
4.568058,3.1449268,Delta,Delta,Alpha,Delta
4.9042234,12.734218,Beta,Acinar,Acinar,Beta
-9.504414,-0.06513625,Beta,Beta,Beta,Beta
-8.866219,-0.70473415,Beta,Beta,Beta,Beta
16.459002,-4.3990564,Beta,Beta,Beta,Beta
-9.383318,-1.8857254,Beta,Beta,Beta,Beta
8.1261215,-7.3749437,Alpha,Alpha,Alpha,Alpha
4.40096,2.2710803,Delta,Delta,Beta,Delta
-9.324051,0.43666857,Beta,Beta,Beta,Beta
14.356128,3.3427658,Stellate,Beta,Stellate,Stellate
6.031124,-7.0047617,Alpha,Alpha,Alpha,Alpha
-8.641649,-0.8303131,Beta,Beta,Beta,Beta
-1.4033414,17.781105,Ductal,Ductal,Ductal,Ductal
-9.139635,-0.6904893,Beta,Beta,Beta,Beta
2.7326353,-1.5888623,Gamma,Delta,Alpha,Gamma
7.79132,-7.8725424,Alpha,Alpha,Alpha,Alpha
7.44301,-7.206503,Alpha,Alpha,Alpha,Alpha
6.563893,-8.114217,Alpha,Alpha,Alpha,Alpha
4.5323977,2.2428465,Delta,Delta,Beta,Delta
6.6654377,-7.094502,Alpha,Alpha,Alpha,Alpha
4.5535316,13.724467,Beta,Ductal,Ductal,Beta
7.699326,-7.3169594,Alpha,Alpha,Alpha,Alpha
-10.09816,-0.30360326,Beta,Beta,Beta,Beta
16.261719,-4.4142284,Beta,Beta,Beta,Beta
15.323056,3.2168188,Stellate,Beta,Stellate,Stellate
7.4200115,-6.78106,Alpha,Alpha,Alpha,Alpha
-8.658401,-0.49794984,Beta,Beta,Beta,Beta
6.6638474,-7.38493,Alpha,Alpha,Alpha,Alpha
8.173182,-7.083447,Alpha,Alpha,Alpha,Alpha
7.189836,-6.9034925,Alpha,Alpha,Alpha,Alpha
-8.954341,-0.21730044,Beta,Beta,Beta,Beta
-8.549429,-0.28341448,Beta,Beta,Beta,Beta
7.151253,-6.610931,Alpha,Alpha,Alpha,Alpha
3.478701,-1.1432041,Gamma,Alpha,Alpha,Alpha
-9.402901,-0.3293117,Beta,Beta,Beta,Beta
7.8229933,-7.2742796,Alpha,Alpha,Alpha,Alpha
6.973023,-6.2740526,Alpha,Alpha,Alpha,Alpha
7.834584,-7.6785975,Alpha,Alpha,Alpha,Alpha
-9.932989,-0.24324027,Beta,Beta,Beta,Beta
-3.584288,17.9932,Ductal,Ductal,Ductal,Ductal
-8.60698,-0.4476841,Beta,Beta,Beta,Beta
14.837591,3.5606112,Stellate,Beta,Stellate,Stellate
8.110065,-6.892082,Alpha,Alpha,Alpha,Alpha
-9.657406,-0.6589365,Beta,Beta,Beta,Beta
-9.213544,0.16443098,Beta,Beta,Beta,Beta
7.8495455,-7.3571997,Alpha,Alpha,Alpha,Gamma
7.1099567,-6.318732,Alpha,Alpha,Alpha,Alpha
7.2471914,-7.9266114,Alpha,Alpha,Alpha,Alpha
8.029666,-6.644141,Alpha,Alpha,Alpha,Alpha
-9.38726,-0.2986289,Beta,Beta,Beta,Beta
6.2198095,-7.578275,Alpha,Alpha,Alpha,Alpha
16.48987,-4.4198236,Beta,Beta,Beta,Beta
7.362116,-7.7252026,Alpha,Alpha,Alpha,Alpha
4.1278353,2.6132991,Delta,Delta,Alpha,Delta
15.242604,3.2631307,Stellate,Beta,Stellate,Stellate
2.6254718,-1.1633519,Gamma,Delta,Alpha,Gamma
-9.4400215,-0.81139106,Beta,Beta,Beta,Beta
6.9756174,-8.111795,Alpha,Alpha,Alpha,Alpha
-3.1985936,18.267282,Ductal,Ductal,Ductal,Ductal
-9.585064,-1.0319046,Beta,Beta,Beta,Beta
2.6317635,-0.85803306,Gamma,Delta,Alpha,Gamma
-8.180904,0.13536718,Beta,Beta,Beta,Beta
-10.006939,-1.328745,Beta,Beta,Beta,Beta
-3.1172466,17.604092,Ductal,Ductal,Ductal,Ductal
-3.4410262,17.319218,Ductal,Ductal,Ductal,Ductal
5.9158554,-6.2573647,Alpha,Alpha,Alpha,Alpha
-9.540194,-0.956539,Beta,Beta,Beta,Beta
-8.115138,-1.052969,Beta,Beta,Beta,Beta
-1.5546025,16.57461,Ductal,Ductal,Ductal,Ductal
-9.789688,-0.56633085,Beta,Beta,Beta,Beta
-2.9495084,17.87725,Ductal,Ductal,Ductal,Ductal
6.465908,-8.192361,Alpha,Alpha,Alpha,Alpha
7.833494,-8.308559,Alpha,Alpha,Alpha,Alpha
15.199553,3.0406375,Stellate,Beta,Stellate,Stellate
4.454071,2.9105282,Delta,Delta,Beta,Delta
6.287963,-7.1429224,Alpha,Alpha,Alpha,Alpha
15.44116,3.9316392,Stellate,Beta,Stellate,Stellate
-9.533232,-0.08736445,Beta,Beta,Beta,Beta
7.0185266,-8.162107,Alpha,Alpha,Alpha,Alpha
4.206841,2.5508034,Delta,Delta,Beta,Delta
-9.176363,-2.083217,Beta,Beta,Beta,Beta
-9.625843,0.2896782,Beta,Alpha,Beta,Beta
3.7507958,2.380283,Delta,Delta,Beta,Delta
-2.893543,17.526175,Ductal,Ductal,Ductal,Ductal
6.7212896,-7.424202,Alpha,Alpha,Alpha,Alpha
4.130502,2.237266,Delta,Delta,Beta,Delta
7.9728956,-6.7678266,Alpha,Alpha,Alpha,Alpha
-9.504001,-1.4185743,Beta,Beta,Beta,Beta
-2.850239,17.775482,Ductal,Ductal,Ductal,Ductal
-9.218794,-0.82147735,Beta,Beta,Beta,Beta
16.94402,-4.842731,Beta,Beta,Beta,Beta
-1.6285104,17.62381,Ductal,Ductal,Ductal,Ductal
-9.316236,-1.1494637,Beta,Beta,Beta,Beta
6.9659853,-7.1092725,Alpha,Alpha,Alpha,Alpha
14.821587,3.1971607,Stellate,Beta,Stellate,Stellate
-8.458889,0.3414631,Beta,Beta,Beta,Beta
7.602598,-8.083422,Alpha,Alpha,Alpha,Alpha
-8.4988785,-1.1055555,Beta,Beta,Beta,Beta
-8.867427,-0.030190159,Beta,Beta,Beta,Beta
7.1344175,-6.7029915,Alpha,Alpha,Alpha,Alpha
-8.85409,-0.8112646,Beta,Beta,Beta,Beta
7.8123417,-7.0027523,Alpha,Alpha,Alpha,Alpha
2.2299967,-1.1706852,Gamma,Delta,Beta,Gamma
-8.472379,-0.22603773,Beta,Delta,Beta,Beta
-3.5613036,17.995178,Ductal,Ductal,Ductal,Ductal
-9.07353,-0.6824134,Beta,Beta,Beta,Beta
6.4995856,-5.7911143,Alpha,Alpha,Alpha,Alpha
7.143022,-7.326133,Alpha,Alpha,Alpha,Alpha
6.1003995,-7.778764,Alpha,Alpha,Alpha,Alpha
6.170781,-7.339726,Alpha,Alpha,Alpha,Alpha
-3.7437148,17.8688,Ductal,Ductal,Ductal,Ductal
-9.62838,-0.9657241,Beta,Beta,Beta,Beta
7.5327086,-6.9063654,Alpha,Alpha,Alpha,Alpha
7.6972795,-7.524549,Alpha,Alpha,Alpha,Alpha
-3.4632764,17.726442,Ductal,Ductal,Ductal,Ductal
6.1864743,-6.209251,Alpha,Alpha,Alpha,Alpha
-2.5023105,18.407022,Ductal,Ductal,Ductal,Ductal
6.1579247,-7.534163,Alpha,Alpha,Alpha,Alpha
7.4268465,-6.6459436,Alpha,Alpha,Alpha,Alpha
2.6463232,-1.5510571,Gamma,Delta,Alpha,Gamma
4.936444,12.391558,Beta,Acinar,Acinar,Beta
-3.183284,17.444056,Ductal,Ductal,Ductal,Ductal
5.6972394,-6.9008994,Alpha,Alpha,Alpha,Alpha
7.0765676,-8.065367,Alpha,Alpha,Alpha,Alpha
4.22905,13.481485,Beta,Ductal,Ductal,Beta
-9.635094,-0.8696946,Beta,Beta,Beta,Beta
-2.2785523,17.28543,Ductal,Ductal,Ductal,Ductal
6.309602,-7.205447,Alpha,Alpha,Alpha,Alpha
-3.593081,18.049221,Ductal,Ductal,Ductal,Ductal
7.4902368,-6.9237156,Alpha,Alpha,Alpha,Alpha
-3.6378417,18.092804,Ductal,Ductal,Ductal,Ductal
-9.689741,-0.25061965,Beta,Beta,Beta,Beta
-9.2274,-0.76038945,Beta,Beta,Beta,Beta
-9.10912,-0.6768687,Beta,Beta,Beta,Beta
-3.1672158,17.900837,Ductal,Ductal,Ductal,Ductal
-2.554331,17.368984,Ductal,Ductal,Ductal,Ductal
5.861516,-6.804909,Alpha,Alpha,Alpha,Alpha
4.000083,2.7864096,Delta,Delta,Beta,Delta
6.2681584,-8.070793,Alpha,Alpha,Alpha,Alpha
-10.068885,-0.36560336,Beta,Beta,Beta,Beta
-8.883717,-0.2698655,Beta,Beta,Beta,Beta
16.258047,-4.5889997,Beta,Beta,Beta,Beta
6.786898,-7.455666,Alpha,Alpha,Alpha,Alpha
6.6731315,-8.332525,Alpha,Alpha,Alpha,Alpha
7.0343323,-7.833202,Alpha,Alpha,Alpha,Alpha
7.4266753,-7.8023334,Alpha,Alpha,Alpha,Alpha
5.982896,-7.7580476,Alpha,Alpha,Alpha,Alpha
7.2188263,-7.6297607,Alpha,Alpha,Alpha,Alpha
-1.8133692,16.70565,Ductal,Ductal,Ductal,Ductal
7.558629,-8.283199,Alpha,Alpha,Alpha,Alpha
6.5416737,-6.94604,Alpha,Alpha,Alpha,Alpha
-2.2129395,18.289824,Ductal,Ductal,Ductal,Ductal
5.850428,-7.110207,Alpha,Alpha,Alpha,Alpha
-3.8101075,17.727932,Ductal,Ductal,Ductal,Ductal
-2.3496385,18.465965,Ductal,Ductal,Ductal,Ductal
-2.9283056,18.300896,Ductal,Ductal,Ductal,Ductal
6.2727447,-6.698912,Alpha,Alpha,Alpha,Alpha
14.423457,3.0926015,Stellate,Beta,Stellate,Stellate
-2.92899,17.858973,Ductal,Ductal,Ductal,Ductal
6.3083863,-6.851716,Alpha,Alpha,Alpha,Alpha
6.510383,-7.6683826,Alpha,Alpha,Alpha,Alpha
-8.912454,-0.503964,Beta,Beta,Beta,Beta
4.0415244,2.807104,Delta,Delta,Beta,Delta
6.3337708,-7.7438445,Alpha,Alpha,Alpha,Alpha
6.4682374,-7.115548,Alpha,Alpha,Alpha,Alpha
-3.1910849,17.406368,Ductal,Ductal,Ductal,Ductal
6.727075,-6.5582066,Alpha,Alpha,Alpha,Alpha
7.217818,-7.7104516,Alpha,Alpha,Alpha,Alpha
3.3560882,-0.7378207,Gamma,Delta,Beta,Gamma
-2.1061952,17.2332,Ductal,Ductal,Ductal,Ductal
8.132933,-6.416457,Alpha,Alpha,Alpha,Alpha
4.46899,3.0927467,Delta,Delta,Beta,Delta
16.45586,-4.4506125,Beta,Beta,Beta,Beta
-9.006194,-0.96464515,Beta,Beta,Beta,Beta
8.740158,-4.37413,Alpha,Alpha,Alpha,Alpha
-10.136836,-0.96962065,Beta,Beta,Beta,Beta
7.0738525,-7.701557,Alpha,Alpha,Alpha,Alpha
5.9210553,-7.803985,Alpha,Alpha,Alpha,Alpha
7.1870856,-7.7635074,Alpha,Alpha,Alpha,Alpha
2.3244393,-1.1407425,Gamma,Delta,Alpha,Gamma
-2.7529697,17.313719,Ductal,Ductal,Ductal,Ductal
6.040284,-7.388111,Alpha,Alpha,Alpha,Alpha
7.09657,-7.35728,Alpha,Alpha,Alpha,Alpha
2.5805764,-1.2472569,Gamma,Delta,Alpha,Gamma
5.8869944,-6.833735,Alpha,Alpha,Alpha,Alpha
12.961736,3.9680555,Beta,Beta,Stellate,Beta
-8.940715,-1.6939955,Beta,Delta,Beta,Beta
3.4789383,14.064867,Beta,Ductal,Ductal,Beta
3.8105495,13.290613,Beta,Ductal,Acinar,Beta
-10.074831,-0.67453986,Beta,Beta,Beta,Beta
6.0309134,-7.617729,Alpha,Alpha,Alpha,Alpha
6.573763,-6.5668178,Alpha,Alpha,Alpha,Alpha
6.5844235,-7.617802,Alpha,Alpha,Alpha,Alpha
7.005868,-7.6156163,Alpha,Alpha,Alpha,Alpha
7.4823513,-7.0138626,Alpha,Alpha,Alpha,Alpha
-8.9518175,0.15024877,Beta,Beta,Beta,Beta
7.2210464,-5.6536365,Alpha,Alpha,Alpha,Alpha
-9.303709,-1.2551025,Beta,Beta,Beta,Beta
-3.0061586,17.601923,Ductal,Ductal,Ductal,Ductal
3.037941,-0.82066447,Gamma,Delta,Beta,Gamma
-8.8017645,-0.1399567,Beta,Beta,Beta,Beta
15.395871,3.909361,Stellate,Beta,Stellate,Stellate
-3.4466815,17.506449,Ductal,Ductal,Ductal,Ductal
-3.4358597,17.721262,Ductal,Ductal,Ductal,Ductal
7.6516924,-8.303104,Alpha,Alpha,Alpha,Alpha
2.8692613,-1.5688416,Gamma,Alpha,Alpha,Gamma
4.3342595,1.6593088,Delta,Alpha,Alpha,Alpha
6.4143434,-6.5439496,Alpha,Alpha,Alpha,Alpha
4.426094,2.7500057,Delta,Delta,Beta,Delta
7.230087,-6.9128695,Alpha,Alpha,Alpha,Alpha
4.74092,12.561951,Beta,Acinar,Acinar,Beta
7.527201,-6.312359,Alpha,Alpha,Alpha,Alpha
4.712262,2.2650204,Delta,Delta,Beta,Delta
14.885379,3.1737225,Stellate,Beta,Stellate,Stellate
2.582175,-1.1441479,Gamma,Alpha,Alpha,Gamma
6.669234,-6.7973576,Alpha,Alpha,Alpha,Alpha
6.4529324,-6.511899,Alpha,Alpha,Alpha,Alpha
13.6875305,5.1879287,Stellate,Beta,Stellate,Stellate
3.8069277,13.966416,Beta,Ductal,Ductal,Beta
7.413132,-8.315751,Alpha,Alpha,Alpha,Alpha
6.264704,-7.1181912,Alpha,Alpha,Alpha,Alpha
2.5447621,-1.0636132,Gamma,Delta,Alpha,Gamma
6.3412347,-6.3725667,Alpha,Alpha,Alpha,Alpha
7.0778475,-7.5031514,Alpha,Alpha,Alpha,Alpha
8.164281,-7.4619536,Alpha,Alpha,Alpha,Alpha
6.213714,-7.479674,Alpha,Alpha,Alpha,Alpha
7.1796403,-7.32226,Alpha,Alpha,Alpha,Alpha
5.992061,-7.4507575,Alpha,Alpha,Alpha,Alpha
-9.17677,-0.77276146,Beta,Beta,Beta,Beta
13.172173,-8.413743,Beta,Beta,Beta,Beta
-3.8016102,17.76687,Ductal,Ductal,Ductal,Ductal
5.985028,-7.173421,Alpha,Alpha,Alpha,Alpha
6.4189987,-7.354655,Alpha,Alpha,Alpha,Alpha
-4.2125735,17.13966,Ductal,Ductal,Ductal,Ductal
6.8136573,-7.491712,Alpha,Alpha,Alpha,Alpha
7.4845743,-6.9499693,Alpha,Alpha,Alpha,Alpha
6.3406157,-6.1908207,Alpha,Alpha,Alpha,Alpha
-9.109096,-1.6432874,Beta,Beta,Beta,Beta
-3.775518,17.852888,Ductal,Ductal,Ductal,Ductal
2.5864286,-1.3437189,Gamma,Alpha,Alpha,Gamma
3.7672207,2.1899655,Delta,Delta,Beta,Delta
-3.3982878,17.70532,Ductal,Ductal,Ductal,Ductal
4.2570367,2.889149,Delta,Delta,Beta,Delta
-10.003023,-0.33808732,Beta,Beta,Beta,Beta
6.1287847,-6.6957445,Alpha,Alpha,Alpha,Alpha
-2.921716,17.978016,Ductal,Ductal,Ductal,Ductal
2.8536892,-1.1721048,Gamma,Alpha,Beta,Gamma
7.356484,-7.350192,Alpha,Alpha,Alpha,Alpha
6.1086984,-7.421746,Alpha,Alpha,Alpha,Alpha
6.136742,-6.797779,Alpha,Alpha,Alpha,Alpha
2.3727245,-1.4766525,Gamma,Delta,Alpha,Gamma
14.5142145,3.0846684,Stellate,Beta,Stellate,Stellate
6.723218,-7.9252462,Alpha,Alpha,Alpha,Alpha
-1.1890701,16.353642,Ductal,Ductal,Acinar,Ductal
7.8378496,-7.4197636,Alpha,Alpha,Alpha,Alpha
6.2283125,-7.259839,Alpha,Alpha,Alpha,Alpha
-9.915551,-0.76476765,Beta,Beta,Beta,Beta
-1.6253487,16.601791,Ductal,Ductal,Ductal,Ductal
7.378834,-7.469335,Alpha,Alpha,Alpha,Alpha
2.9794395,-1.6679428,Gamma,Delta,Alpha,Gamma
4.0197783,2.1321197,Delta,Delta,Beta,Delta
6.7958417,-7.080116,Alpha,Alpha,Alpha,Alpha
5.774448,-7.3600726,Alpha,Alpha,Alpha,Alpha
-3.7421007,17.234365,Ductal,Ductal,Ductal,Ductal
14.467258,3.5815847,Stellate,Beta,Stellate,Stellate
7.9260035,-7.804419,Alpha,Alpha,Alpha,Alpha
6.819058,-6.755292,Alpha,Alpha,Alpha,Alpha
5.940887,-6.6574593,Alpha,Alpha,Alpha,Alpha
2.3497372,-0.8295307,Gamma,Delta,Beta,Gamma
7.715002,-6.5813994,Alpha,Alpha,Alpha,Alpha
-8.900852,-0.08778601,Beta,Beta,Beta,Beta
6.667195,-6.529099,Alpha,Alpha,Alpha,Alpha
8.122918,-7.2198052,Alpha,Alpha,Alpha,Alpha
-8.3710375,0.646482,Beta,Beta,Beta,Beta
-1.7046838,16.580826,Ductal,Ductal,Ductal,Ductal
13.638321,5.193149,Stellate,Beta,Beta,Stellate
4.292559,2.814544,Delta,Delta,Beta,Delta
2.4672463,-1.4865495,Gamma,Delta,Alpha,Gamma
15.079258,3.2687483,Stellate,Beta,Stellate,Stellate
6.2126236,-6.719129,Alpha,Alpha,Alpha,Alpha
3.763413,13.634532,Beta,Ductal,Ductal,Beta
-9.182668,-0.29702598,Beta,Beta,Beta,Beta
-7.487784,1.189725,Beta,Beta,Beta,Beta
7.2008805,-8.085464,Alpha,Alpha,Alpha,Alpha
2.490058,-0.9731593,Gamma,Delta,Beta,Gamma
2.516066,-0.9824197,Gamma,Delta,Alpha,Gamma
-3.159877,17.464962,Ductal,Ductal,Ductal,Ductal
6.6599994,-6.7138705,Alpha,Alpha,Alpha,Alpha
15.333374,3.4847484,Stellate,Beta,Stellate,Stellate
16.414171,-4.517655,Beta,Beta,Beta,Beta
-9.620932,-0.71091133,Beta,Beta,Beta,Beta
-9.450167,-0.54933596,Beta,Beta,Beta,Beta
16.441517,-4.563692,Beta,Beta,Beta,Beta
6.1628695,-7.9244003,Alpha,Alpha,Alpha,Alpha
-9.413553,-0.41750258,Beta,Beta,Beta,Beta
-9.636323,1.5709329,Beta,Beta,Beta,Beta
7.29917,-7.4072447,Alpha,Alpha,Alpha,Alpha
-1.2987407,16.03485,Ductal,Ductal,Ductal,Ductal
6.290092,-6.9585066,Alpha,Alpha,Alpha,Alpha
6.446663,-6.63849,Alpha,Alpha,Alpha,Alpha
6.922315,-7.904397,Alpha,Alpha,Alpha,Alpha
2.884224,-1.1306475,Gamma,Delta,Alpha,Gamma
15.13459,3.0691738,Stellate,Beta,Stellate,Stellate
7.60709,-7.74164,Alpha,Alpha,Alpha,Alpha
-7.3889923,1.9888324,Beta,Beta,Beta,Beta
5.7193794,-5.524671,Alpha,Alpha,Alpha,Alpha
5.7942014,-7.1100802,Alpha,Alpha,Alpha,Alpha
12.714979,4.178365,Beta,Beta,Stellate,Beta
3.1864626,-1.5362426,Gamma,Alpha,Alpha,Gamma
6.0508847,-6.5290885,Alpha,Alpha,Alpha,Alpha
6.149793,-6.530015,Alpha,Alpha,Alpha,Alpha
8.0625725,-6.3350453,Alpha,Alpha,Alpha,Alpha
6.8200173,-6.2867723,Alpha,Alpha,Alpha,Alpha
6.192205,-6.003377,Alpha,Alpha,Alpha,Alpha
13.069323,4.467189,Beta,Beta,Stellate,Beta
7.076581,-6.5802298,Alpha,Alpha,Alpha,Alpha
6.498841,-7.368789,Alpha,Alpha,Alpha,Alpha
7.8969936,-5.882361,Alpha,Alpha,Alpha,Alpha
-1.9297619,16.609241,Ductal,Ductal,Ductal,Ductal
6.2630067,-6.3023677,Alpha,Alpha,Alpha,Alpha
-8.475635,-0.19353405,Beta,Beta,Beta,Beta
-8.07399,0.22804455,Beta,Beta,Beta,Beta
-9.643167,-1.0350548,Beta,Beta,Beta,Beta
-9.662533,-0.45038983,Beta,Beta,Beta,Beta
-1.440745,16.575035,Ductal,Ductal,Ductal,Ductal
5.3915935,-1.1787287,Beta,Delta,Alpha,Beta
6.0829387,-7.2280974,Alpha,Alpha,Alpha,Alpha
-1.5006974,16.58253,Ductal,Ductal,Ductal,Ductal
6.4855523,-6.86366,Alpha,Alpha,Alpha,Alpha
-8.585629,-0.15922405,Beta,Beta,Beta,Beta
14.764117,3.7668042,Stellate,Beta,Stellate,Stellate
-1.441037,16.649864,Ductal,Ductal,Ductal,Ductal
13.437351,-6.589393,Beta,Beta,Alpha,Alpha
6.2954073,-7.2992554,Alpha,Alpha,Alpha,Alpha
-8.596395,0.41138092,Beta,Beta,Beta,Beta
5.390066,-4.4313374,Gamma,Delta,Alpha,Alpha
5.8470817,-6.906317,Alpha,Alpha,Alpha,Alpha
-7.294543,1.1876699,Beta,Beta,Beta,Beta
2.5859935,-1.2561858,Gamma,Delta,Beta,Gamma
-7.711422,0.8036441,Beta,Beta,Beta,Beta
4.24744,13.720831,Beta,Ductal,Ductal,Beta
-1.5353574,16.686785,Ductal,Ductal,Ductal,Ductal
-2.822749,16.572502,Ductal,Ductal,Ductal,Ductal
-2.6210804,17.171558,Ductal,Ductal,Ductal,Ductal
5.792597,-6.5275292,Alpha,Alpha,Alpha,Alpha
-7.8203454,0.7178781,Beta,Beta,Beta,Beta
-1.0733615,16.558538,Ductal,Beta,Acinar,Ductal
-7.3509636,1.6481093,Beta,Beta,Beta,Beta
16.697233,-4.875285,Beta,Beta,Beta,Beta
-7.541333,1.0053123,Beta,Beta,Beta,Beta
-7.3065987,1.3006105,Beta,Beta,Beta,Beta
13.362376,-7.0345263,Beta,Beta,Alpha,Beta
3.197083,-0.9538609,Gamma,Delta,Alpha,Gamma
-1.4550073,16.577227,Ductal,Ductal,Acinar,Ductal
-2.4553087,16.541994,Ductal,Ductal,Ductal,Ductal
-8.498207,0.059914313,Beta,Beta,Beta,Beta
13.159191,5.051874,Beta,Beta,Stellate,Beta
3.1441634,14.193599,Beta,Ductal,Ductal,Ductal
6.306258,-5.8770103,Alpha,Alpha,Alpha,Alpha
7.187332,-6.3631206,Alpha,Alpha,Alpha,Alpha
-2.7943804,16.567177,Ductal,Ductal,Ductal,Ductal
6.1557508,-3.566671,Alpha,Delta,Alpha,Alpha
-3.4032617,16.834166,Ductal,Ductal,Ductal,Ductal
-7.2247424,1.7067978,Beta,Beta,Beta,Beta
5.895281,-3.7834384,Alpha,Delta,Alpha,Alpha
-1.2515135,16.430288,Ductal,Ductal,Ductal,Ductal
-6.727366,1.9680982,Beta,Beta,Beta,Beta
4.6013255,3.0582805,Delta,Delta,Beta,Delta
7.4833107,-7.812177,Alpha,Alpha,Alpha,Alpha
7.0119367,-7.69856,Alpha,Alpha,Alpha,Alpha
7.4702563,-7.6523275,Alpha,Alpha,Alpha,Alpha
7.512466,-6.627777,Alpha,Alpha,Alpha,Alpha
4.1523395,3.421383,Delta,Delta,Beta,Delta
3.1438973,14.341515,Beta,Ductal,Ductal,Beta
7.4379435,-6.4640613,Alpha,Alpha,Alpha,Alpha
4.2491293,2.9694722,Delta,Delta,Beta,Delta
4.7091503,2.476709,Delta,Delta,Beta,Delta
4.1916327,3.3841367,Delta,Delta,Beta,Delta
-10.038645,-0.3606691,Beta,Beta,Beta,Beta
3.7820055,3.1074848,Delta,Delta,Alpha,Delta
4.868274,12.905823,Beta,Acinar,Acinar,Beta
4.822137,13.050603,Beta,Acinar,Acinar,Beta
-3.7269359,18.01175,Ductal,Ductal,Ductal,Ductal
7.0397468,-7.6121426,Alpha,Alpha,Alpha,Alpha
4.316288,3.098189,Delta,Delta,Beta,Delta
-9.801604,-0.46145448,Beta,Beta,Beta,Beta
4.333541,2.604095,Delta,Delta,Beta,Delta
4.8226895,13.323339,Beta,Ductal,Ductal,Beta
-9.838781,0.25221834,Beta,Beta,Beta,Beta
4.5801387,2.3309712,Delta,Delta,Beta,Delta
6.3386903,-7.5102434,Alpha,Alpha,Alpha,Alpha
8.906085,-5.0750756,Alpha,Alpha,Alpha,Alpha
15.230108,2.9429638,Stellate,Beta,Stellate,Stellate
4.204579,14.136392,Beta,Ductal,Ductal,Beta
-9.502013,-0.08203183,Beta,Beta,Beta,Beta
4.192007,13.804623,Beta,Ductal,Ductal,Beta
8.153265,-7.4597654,Alpha,Alpha,Alpha,Alpha
4.4179516,2.752124,Delta,Delta,Beta,Delta
-2.0000222,17.234526,Ductal,Ductal,Ductal,Ductal
4.896723,12.356896,Beta,Acinar,Acinar,Beta
-9.626509,0.07628444,Beta,Beta,Beta,Beta
7.7912645,-6.8076396,Alpha,Alpha,Alpha,Alpha
3.0646906,-2.3037064,Gamma,Alpha,Alpha,Gamma
-9.349702,-0.1868145,Beta,Beta,Beta,Beta
8.36918,-6.8940797,Alpha,Alpha,Alpha,Alpha
